recency	history_segment	history	mens	womens	zip_code	newbie	channel_phone	channel_web	segment_mens	segment_womens	visit	conversion	spend	history_norm
11	50	73.76	1	0	2	0	0	1	1	0	1	0	0.0	4.354634306978359
9	275	274.8	0	1	3	1	0	1	1	0	0	0	0.0	5.708043701956471
9	50	29.99	0	1	2	1	1	0	1	0	0	0	0.0	3.434456884946614
7	425	364.32	0	1	1	0	1	0	1	0	1	0	0.0	5.999558956485832
12	50	66.93	0	1	2	1	0	1	1	0	0	0	0.0	4.255051016327548
6	50	29.99	1	0	2	0	1	0	1	0	0	0	0.0	3.434456884946614
10	150	130.95	1	0	2	0	0	1	1	0	0	0	0.0	4.944033971000178
11	150	111.73	1	0	1	0	0	1	1	0	0	0	0.0	4.780849482736587
12	50	35.37	1	0	2	0	0	1	1	0	0	0	0.0	3.6028073919748764
12	275	222.5	1	0	2	0	1	0	1	0	0	0	0.0	5.490105590225365
3	275	235.95	0	1	2	0	1	0	1	0	0	0	0.0	5.550668259186715
9	275	213.98	1	0	1	0	1	0	1	0	0	0	0.0	5.449828509766549
10	150	190.29	0	1	2	1	0	1	1	0	0	0	0.0	5.328845884560761
8	425	480.37	1	1	3	1	1	1	1	0	0	0	0.0	6.285885657421798
2	1000	1265.4	0	1	3	1	1	1	1	0	0	0	0.0	7.292419549235053
4	150	167.62	0	1	2	0	1	0	1	0	1	0	0.0	5.198143022297881
3	425	469.5	1	1	2	0	1	0	1	0	0	0	0.0	6.262168584571373
10	50	93.54	0	1	3	0	0	1	1	0	0	0	0.0	4.598344275940609
3	275	293.93	0	1	2	0	1	1	1	0	0	0	0.0	5.777572170215607
2	50	93.34	0	1	3	1	1	0	1	0	0	0	0.0	4.5961470772811115
1	275	210.07	1	0	3	0	0	1	1	0	0	0	0.0	5.430807764625784
2	625	510.86	0	1	3	1	1	0	1	0	0	0	0.0	6.349668309450109
10	50	61.33	0	1	3	1	0	1	1	0	0	0	0.0	4.165549747578617
4	625	657.31	1	0	3	1	1	1	1	0	0	0	0.0	6.611155134909946
4	425	428.48	1	1	2	0	1	0	1	0	0	0	0.0	6.167465341138778
10	275	299.97	1	0	3	0	0	1	1	0	1	0	0.0	5.798592444168229
2	150	147.92	1	0	2	1	1	0	1	0	0	0	0.0	5.069410880252072
4	150	124.05	1	0	1	0	0	1	1	0	1	0	0.0	4.888367335884821
12	50	37.05	1	0	3	1	1	0	1	0	0	0	0.0	3.6501829180724408
11	50	97.87	0	1	1	1	1	0	1	0	0	0	0.0	4.64480208776988
3	150	183.71	0	1	3	0	0	1	1	0	1	0	0.0	5.292576551361736
2	625	555.41	1	1	3	1	1	1	1	0	1	0	0.0	6.436364073348612
3	275	347.54	0	1	2	0	1	1	1	0	1	0	0.0	5.950780156329581
2	50	69.17	1	0	3	0	0	1	1	0	1	0	0.0	4.288782548351391
10	50	42.77	0	1	3	0	1	0	1	0	0	0	0.0	3.796836549021183
3	50	29.99	1	0	2	1	1	0	1	0	0	0	0.0	3.434456884946614
9	50	29.99	0	1	3	1	1	0	1	0	0	0	0.0	3.434456884946614
4	150	110.92	1	0	3	1	1	0	1	0	0	0	0.0	4.77337286540599
1	875	823.06	1	1	3	1	1	1	1	0	0	0	0.0	6.844759660916751
3	875	884.14	0	1	1	1	1	1	1	0	1	0	0.0	6.919189104749673
1	275	290.21	0	1	2	0	1	0	1	0	0	0	0.0	5.764411130563473
2	50	29.99	1	0	2	1	1	0	1	0	0	0	0.0	3.434456884946614
4	875	928.98	1	0	2	1	1	1	1	0	0	0	0.0	6.970643687458305
4	50	29.99	0	1	2	1	0	1	1	0	0	0	0.0	3.434456884946614
4	50	69.34	1	0	3	0	0	1	1	0	0	0	0.0	4.291298019232306
1	150	142.42	0	1	3	1	1	0	1	0	0	0	0.0	5.030415463417002
6	50	76.72	0	1	3	0	0	1	1	0	0	0	0.0	4.394973526962358
4	50	56.37	1	0	3	1	1	0	1	0	0	0	0.0	4.079211442399172
2	275	292.47	0	1	2	0	0	1	1	0	0	0	0.0	5.772426667100007
2	50	29.99	1	0	3	0	1	0	1	0	0	0	0.0	3.434456884946614
9	625	691.64	1	0	3	1	0	1	1	0	0	0	0.0	6.664015110332477
6	425	497.66	0	1	2	0	1	0	1	0	0	0	0.0	6.322532605856708
4	50	67.53	1	0	3	1	1	0	1	0	0	0	0.0	4.26419505196636
2	150	136.91	0	1	3	1	1	0	1	0	0	0	0.0	4.989817970023015
3	275	311.25	1	0	2	0	0	1	1	0	0	0	0.0	5.836745768966203
11	150	128.86	0	1	3	0	0	1	1	0	0	0	0.0	4.92748665750679
10	425	438.73	0	1	3	0	1	0	1	0	1	0	0.0	6.1919485519671955
6	425	488.96	0	1	1	0	0	1	1	0	0	0	0.0	6.304253600649255
9	150	119.78	1	0	2	0	1	0	1	0	0	0	0.0	4.8523548219583335
11	50	29.99	0	1	1	0	1	0	1	0	0	0	0.0	3.434456884946614
3	275	255.56	1	0	3	1	1	1	1	0	0	0	0.0	5.633081973034711
5	50	91.18	1	0	3	1	0	1	1	0	0	0	0.0	4.572114513109108
4	625	535.4	1	1	1	1	1	1	1	0	1	0	0.0	6.398312733811533
11	425	350.5	0	1	3	1	1	1	1	0	0	0	0.0	5.959552564513157
6	625	545.89	0	1	3	1	0	1	1	0	0	0	0.0	6.418433685149646
2	50	29.99	1	0	1	0	0	1	1	0	0	0	0.0	3.434456884946614
1	425	474.13	0	1	3	0	1	0	1	0	0	0	0.0	6.272336761793581
2	50	32.37	0	1	2	1	0	1	1	0	0	0	0.0	3.512355765812873
5	50	42.75	1	0	2	0	1	0	1	0	0	0	0.0	3.7963585741475625
1	275	298.79	0	1	3	1	1	0	1	0	0	0	0.0	5.794519109201322
4	50	29.99	0	1	2	1	1	0	1	0	1	0	0.0	3.434456884946614
1	275	245.09	0	1	1	1	0	1	1	0	0	0	0.0	5.589895567070394
3	50	57.53	1	0	2	1	1	0	1	0	0	0	0.0	4.100061638595602
7	50	74.3	0	1	3	1	0	1	1	0	0	0	0.0	4.36211214957228
6	50	29.99	1	0	2	1	0	1	1	0	0	0	0.0	3.434456884946614
6	50	62.62	1	0	2	1	0	1	1	0	0	0	0.0	4.186867020600578
4	50	32.97	0	1	2	0	0	1	1	0	1	0	0.0	3.5310950246963015
2	150	183.74	0	1	2	1	1	0	1	0	0	0	0.0	5.292744826351289
4	1000	1185.62	1	0	3	1	0	1	1	0	1	0	0.0	7.224569206088569
6	275	218.76	0	1	3	1	1	0	1	0	0	0	0.0	5.472617487520536
1	150	106.24	0	1	3	0	1	0	1	0	0	0	0.0	4.7290823180628205
10	50	57.98	0	1	2	0	1	0	1	0	0	0	0.0	4.108037751300612
11	275	281.04	0	1	2	0	1	1	1	0	0	0	0.0	5.73123829728357
5	625	685.45	0	1	3	1	0	1	1	0	1	0	0.0	6.654679579889417
1	50	33.23	0	1	1	0	0	1	1	0	0	0	0.0	3.539110301663944
2	275	334.19	1	1	2	1	1	0	1	0	1	0	0.0	5.910269479764974
5	625	530.22	0	1	2	1	1	0	1	0	0	0	0.0	6.388231912835685
1	625	532.89	0	1	2	1	1	1	1	0	0	0	0.0	6.39344017895976
11	275	272.32	1	1	2	0	1	0	1	0	0	0	0.0	5.698679595829731
8	275	292.63	1	0	2	0	0	1	1	0	0	0	0.0	5.772991802346736
1	150	169.95	0	1	2	0	0	1	1	0	1	0	0.0	5.212362475971083
10	150	184.02	0	1	3	0	0	1	1	0	0	0	0.0	5.294314076959584
11	275	220.21	0	1	3	1	0	1	1	0	0	0	0.0	5.479432662800531
1	875	881.74	0	1	2	1	0	1	1	0	0	0	0.0	6.916362394077926
1	275	303.49	0	1	3	0	1	0	1	0	0	0	0.0	5.8106494367910075
1	625	646.28	1	1	3	1	1	1	1	0	0	0	0.0	6.5935874283330485
2	275	284.99	1	0	3	0	0	1	1	0	0	0	0.0	5.7456575942219414
2	425	449.92	1	0	3	0	1	1	1	0	0	0	0.0	6.21803602678249
6	150	157.19	0	1	2	0	0	1	1	0	0	0	0.0	5.131983801057924
4	150	179.24	0	1	2	1	1	0	1	0	0	0	0.0	5.267193245867819
10	425	462.83	1	0	1	1	1	1	1	0	0	0	0.0	6.247343617875909
3	425	447.06	1	1	3	1	1	0	1	0	1	1	206.76	6.211430338727492
7	50	76.06	1	0	2	1	1	0	1	0	0	0	0.0	4.386114680894545
1	425	433.58	0	1	3	0	1	0	1	0	0	0	0.0	6.179719161533351
1	425	389.98	0	1	2	0	1	1	1	0	0	0	0.0	6.069992223370162
8	50	29.99	0	1	2	1	0	1	1	0	0	0	0.0	3.434456884946614
2	425	394.86	1	1	3	0	0	1	1	0	0	0	0.0	6.082864128817541
2	275	329.7	1	0	3	0	1	0	1	0	0	0	0.0	5.896282114666884
5	150	142.32	0	1	2	0	0	1	1	0	1	0	0.0	5.029692678692419
11	275	325.07	1	0	2	0	1	0	1	0	0	0	0.0	5.881658866237292
7	50	29.99	0	1	2	1	1	0	1	0	0	0	0.0	3.434456884946614
6	150	141.27	1	0	1	1	0	1	1	0	0	0	0.0	5.022072807334502
8	275	220.28	1	0	2	1	0	1	1	0	1	0	0.0	5.479760541313146
8	150	141.33	0	1	3	1	0	1	1	0	0	0	0.0	5.022509743124842
2	50	41.85	1	0	1	0	0	1	1	0	0	0	0.0	3.7746163466067024
5	50	46.45	0	1	3	0	0	1	1	0	0	0	0.0	3.8812047611145077
11	50	32.18	1	0	3	0	0	1	1	0	0	0	0.0	3.506349614088131
4	875	880.89	0	1	2	1	1	1	1	0	0	0	0.0	6.915359432666306
10	275	288.9	0	1	2	0	0	1	1	0	0	0	0.0	5.759736495912127
9	50	65.5	0	1	1	1	0	1	1	0	0	0	0.0	4.232924900867168
5	50	40.07	0	1	3	0	1	0	1	0	0	0	0.0	3.7302112524210855
11	50	29.99	1	0	2	1	0	1	1	0	1	0	0.0	3.434456884946614
10	150	139.3	0	1	2	1	1	0	1	0	0	0	0.0	5.007623317240328
2	50	94.27	0	1	3	1	0	1	1	0	0	0	0.0	4.606324604059045
12	425	488.6	0	1	3	0	0	1	1	0	0	0	0.0	6.303490278199852
2	50	62.29	1	0	2	0	1	0	1	0	0	0	0.0	4.1814556161691625
3	50	49.51	0	1	2	0	1	0	1	0	0	0	0.0	3.946443960492446
2	425	438.29	0	1	3	1	1	1	1	0	1	0	0.0	6.190909301707074
8	50	29.99	1	0	2	0	0	1	1	0	0	0	0.0	3.434456884946614
1	150	108.73	1	0	2	1	1	0	1	0	0	0	0.0	4.752883235748924
2	625	567.7	1	0	3	1	1	0	1	0	0	0	0.0	6.459064999892468
10	50	38.44	1	0	2	0	0	1	1	0	0	0	0.0	3.6877929871069948
4	425	360.73	1	0	3	1	0	1	1	0	0	0	0.0	5.989313530734379
3	150	175.32	0	1	2	0	0	1	1	0	0	0	0.0	5.244409719706631
1	425	388.23	0	1	2	0	1	0	1	0	0	0	0.0	6.065337227453088
2	1000	1044.45	1	0	3	1	0	1	1	0	0	0	0.0	7.09255642119076
7	275	208.08	1	0	2	1	1	0	1	0	0	0	0.0	5.420991534212521
9	425	433.35	1	1	2	0	1	0	1	0	0	0	0.0	6.17916963111291
8	50	56.54	0	1	3	1	0	1	1	0	0	0	0.0	4.08229360789412
10	150	123.41	1	0	1	0	0	1	1	0	0	0	0.0	4.883048927927366
2	1000	1444.25	0	1	2	1	1	0	1	0	0	0	0.0	7.430237675515201
2	50	29.99	0	1	3	1	0	1	1	0	0	0	0.0	3.434456884946614
10	275	202.9	0	1	2	1	1	0	1	0	0	0	0.0	5.394995383749347
3	50	55.64	0	1	1	1	0	1	1	0	0	0	0.0	4.065870355415241
7	50	29.99	0	1	3	0	0	1	1	0	0	0	0.0	3.434456884946614
7	425	451.64	1	0	3	1	0	1	1	0	0	0	0.0	6.2219886045867
2	150	129.74	0	1	2	1	0	1	1	0	0	0	0.0	4.934486236160102
2	425	481.04	1	0	2	0	1	0	1	0	1	0	0.0	6.28733001067143
3	50	84.94	0	1	3	1	0	1	1	0	0	0	0.0	4.499368444347195
4	625	605.01	1	1	1	1	1	1	1	0	0	0	0.0	6.5251016556118575
3	50	30.53	1	0	2	1	0	1	1	0	0	0	0.0	3.4526573462038104
11	50	74.3	0	1	2	0	1	0	1	0	0	0	0.0	4.36211214957228
4	875	854.02	1	1	2	1	0	1	1	0	0	0	0.0	6.883147866705636
10	50	29.99	1	0	2	0	0	1	1	0	1	0	0.0	3.434456884946614
1	50	29.99	1	0	3	1	1	0	1	0	0	0	0.0	3.434456884946614
2	425	352.18	1	1	2	0	1	1	1	0	0	0	0.0	5.964498790602848
3	50	98.74	1	0	1	1	1	0	1	0	0	0	0.0	4.653889613630762
4	625	595.63	1	1	2	1	0	1	1	0	0	0	0.0	6.5088886734981575
6	50	46.88	0	1	2	0	0	1	1	0	0	0	0.0	3.8906260869257245
4	50	59.3	0	1	1	1	0	1	1	0	1	0	0.0	4.131084116680155
9	425	420.85	1	1	2	0	0	1	1	0	0	0	0.0	6.148859205836242
2	275	296.01	0	1	3	0	1	0	1	0	0	0	0.0	5.784859030148542
1	50	49.67	0	1	2	1	0	1	1	0	0	0	0.0	3.949743933673831
2	150	125.61	0	1	2	0	1	0	1	0	0	0	0.0	4.901217513821711
3	50	60.05	1	0	2	1	1	0	1	0	0	0	0.0	4.143952460214917
3	50	50.04	0	1	2	1	0	1	1	0	0	0	0.0	3.957334820209462
2	50	29.99	1	0	3	0	0	1	1	0	0	0	0.0	3.434456884946614
1	50	29.99	0	1	2	1	0	1	1	0	0	0	0.0	3.434456884946614
10	50	29.99	0	1	3	0	0	1	1	0	0	0	0.0	3.434456884946614
8	150	117.63	0	1	3	1	1	0	1	0	0	0	0.0	4.833735964316396
10	150	165.79	0	1	1	1	0	1	1	0	0	0	0.0	5.186836482661507
2	1000	1300.9	0	1	2	1	1	0	1	0	0	0	0.0	7.321254309000111
5	425	387.21	0	1	3	1	1	1	1	0	0	0	0.0	6.062614396867126
5	425	426.73	0	1	2	1	1	1	1	0	0	0	0.0	6.163227158289761
1	625	549.71	0	1	2	1	0	1	1	0	0	0	0.0	6.425665507299573
3	425	425.44	1	0	2	0	1	1	1	0	1	0	0.0	6.1600919335066
6	50	67.58	1	0	2	1	1	0	1	0	0	0	0.0	4.264953405169823
6	625	527.94	1	1	3	1	1	0	1	0	0	0	0.0	6.383763722350442
2	50	74.36	0	1	3	1	1	0	1	0	0	0	0.0	4.362939683249483
11	275	342.02	1	1	1	0	0	1	1	0	1	0	0.0	5.934220533946654
2	50	85.17	1	0	1	0	1	0	1	0	1	0	0.0	4.502142815731702
1	150	131.58	0	1	2	1	1	0	1	0	0	0	0.0	4.948970438981699
3	1000	1020.83	0	1	2	1	1	0	1	0	1	1	499.0	7.068747303703101
11	625	575.35	1	0	1	1	1	0	1	0	0	0	0.0	6.472949925320542
1	150	118.58	0	1	3	0	0	1	1	0	0	0	0.0	4.842004274405444
9	625	582.52	1	0	2	1	0	1	1	0	0	0	0.0	6.485798000224497
4	150	141.95	1	0	2	0	0	1	1	0	0	0	0.0	5.027013977778741
2	50	63.79	0	1	3	1	1	0	1	0	0	0	0.0	4.205827045493648
7	150	146.83	0	1	3	1	1	0	1	0	0	0	0.0	5.061798531592857
11	275	260.82	1	0	2	1	1	0	1	0	0	0	0.0	5.654118816829422
1	275	214.95	1	0	2	1	1	1	1	0	0	0	0.0	5.454493710751676
4	150	131.33	0	1	3	1	0	1	1	0	0	0	0.0	4.947014341267595
6	275	253.92	1	0	3	0	1	1	1	0	0	0	0.0	5.62643484814654
5	275	232.15	0	1	1	1	0	1	1	0	0	0	0.0	5.5339127453948675
3	275	314.21	1	0	1	1	1	0	1	0	0	0	0.0	5.846529963240654
12	275	203.27	1	1	2	0	1	1	1	0	1	0	0.0	5.396874015523407
2	50	46.72	0	1	3	1	0	1	1	0	1	0	0.0	3.8871305525270254
6	50	29.99	1	0	3	1	0	1	1	0	1	0	0.0	3.434456884946614
3	625	717.89	0	1	2	1	1	0	1	0	0	0	0.0	6.702702630941627
12	150	185.54	1	0	2	1	1	0	1	0	0	0	0.0	5.302791658515613
9	275	310.79	0	1	3	0	1	0	1	0	0	0	0.0	5.835216951844196
6	275	244.09	0	1	3	1	1	0	1	0	0	0	0.0	5.585675244532041
10	50	50.35	1	0	3	0	1	0	1	0	0	0	0.0	3.9636519115794067
11	50	29.99	0	1	3	0	0	1	1	0	0	0	0.0	3.434456884946614
1	625	622.92	0	1	2	1	0	1	1	0	0	0	0.0	6.555375874944835
9	50	29.99	0	1	2	1	0	1	1	0	0	0	0.0	3.434456884946614
6	50	33.86	0	1	3	0	0	1	1	0	0	0	0.0	3.5582762293635386
9	150	115.53	0	1	1	1	0	1	1	0	0	0	0.0	4.815220550363994
11	625	657.46	0	1	3	1	0	1	1	0	0	0	0.0	6.611392017520425
9	425	462.92	0	1	2	0	1	1	1	0	0	0	0.0	6.2475450650802795
8	150	145.14	0	1	3	0	1	0	1	0	0	0	0.0	5.049884093728513
2	50	38.52	0	1	3	0	1	0	1	0	0	0	0.0	3.6899162487322377
9	150	170.97	1	0	2	0	0	1	1	0	0	0	0.0	5.218526406317813
4	275	253.65	1	0	2	0	1	0	1	0	0	0	0.0	5.625336413837294
1	50	90.61	1	0	2	0	1	0	1	0	0	0	0.0	4.5656781719365
11	150	171.72	1	0	1	0	0	1	1	0	0	0	0.0	5.223035427171471
2	150	146.18	0	1	3	0	0	1	1	0	0	0	0.0	5.0572322698117285
10	50	39.82	1	0	3	0	0	1	1	0	0	0	0.0	3.7238180115235617
6	50	68.67	0	1	2	1	0	1	1	0	1	1	29.99	4.281348322320876
2	150	155.65	1	0	1	0	0	1	1	0	0	0	0.0	5.121847132799376
2	275	304.66	0	1	2	0	1	1	1	0	1	0	0.0	5.8146262484413525
1	275	333.49	0	1	2	0	1	1	1	0	0	0	0.0	5.908101160490962
10	275	223.37	0	1	2	0	1	0	1	0	0	0	0.0	5.494131767924767
12	50	46.34	1	0	2	0	0	1	1	0	1	0	0.0	3.8787807257283906
2	275	220.02	0	1	3	0	0	1	1	0	0	0	0.0	5.478542184216207
5	150	183.63	1	0	2	0	0	1	1	0	0	0	0.0	5.292127684452572
10	150	111.21	0	1	1	0	1	0	1	0	0	0	0.0	4.77605589893398
1	50	29.99	1	0	1	1	1	0	1	0	0	0	0.0	3.434456884946614
2	150	177.39	0	1	2	0	1	0	1	0	0	0	0.0	5.256503204766565
1	875	967.17	1	0	1	1	0	1	1	0	0	0	0.0	7.012556289680572
5	275	274.66	0	1	3	0	1	1	1	0	0	0	0.0	5.707517324903881
1	275	340.81	0	1	3	0	1	0	1	0	0	0	0.0	5.93055512140521
8	50	75.78	1	0	3	0	1	0	1	0	0	0	0.0	4.3823332697184965
2	50	29.99	0	1	3	1	0	1	1	0	0	0	0.0	3.434456884946614
9	425	360.66	1	0	2	0	1	1	1	0	1	1	257.51	5.989112753142976
1	50	43.91	1	0	2	0	0	1	1	0	0	0	0.0	3.8237201411303277
2	50	29.99	1	0	2	1	0	1	1	0	1	0	0.0	3.434456884946614
6	50	97.89	0	1	2	0	1	0	1	0	1	0	0.0	4.645011896899438
3	150	184.7	1	0	2	0	0	1	1	0	0	0	0.0	5.298115252460888
1	275	301.61	0	1	3	1	1	1	1	0	0	0	0.0	5.804227310807969
3	425	382.14	1	1	3	0	0	1	1	0	1	0	0.0	6.048973627297312
5	50	96.95	1	0	3	1	1	0	1	0	0	0	0.0	4.635104498947509
2	625	520.2	1	1	3	1	1	1	1	0	0	0	0.0	6.368450973761508
2	150	195.35	1	0	2	1	0	1	1	0	0	0	0.0	5.355898597153802
3	150	119.56	1	0	2	1	1	0	1	0	0	0	0.0	4.850464962027788
5	150	189.25	0	1	3	0	0	1	1	0	0	0	0.0	5.323197105761633
3	150	111.04	0	1	3	0	1	0	1	0	0	0	0.0	4.7744839310708835
9	425	453.96	1	0	2	1	1	0	1	0	0	0	0.0	6.227296346681143
10	150	170.95	0	1	1	1	0	1	1	0	0	0	0.0	5.218405896736372
10	150	166.21	1	0	2	1	1	0	1	0	0	0	0.0	5.189442358579038
1	50	44.66	0	1	2	1	1	0	1	0	0	0	0.0	3.8410308755855063
8	50	52.13	1	0	2	0	1	0	1	0	0	0	0.0	3.999192153646701
10	50	82.18	0	1	3	1	1	0	1	0	1	0	0.0	4.465480775038712
9	425	351.68	1	0	3	1	1	0	1	0	0	0	0.0	5.963029155721357
7	150	132.65	0	1	1	0	0	1	1	0	1	0	0.0	4.95730099656563
9	275	250.35	1	0	3	0	0	1	1	0	0	0	0.0	5.611816370132802
4	50	54.79	0	1	3	1	1	0	1	0	0	0	0.0	4.0501151595032665
2	425	389.3	0	1	3	0	1	0	1	0	0	0	0.0	6.068185896790504
2	150	172.6	0	1	2	1	1	0	1	0	0	0	0.0	5.228301113408735
2	425	458.55	1	1	3	0	1	0	1	0	0	0	0.0	6.237718441856574
1	150	111.78	0	1	3	0	0	1	1	0	1	0	0.0	4.781309234760131
4	425	455.54	1	1	1	1	1	1	1	0	1	0	0.0	6.230895686792785
6	50	47.49	1	0	3	1	0	1	1	0	0	0	0.0	3.903844868832431
5	50	71.27	0	1	3	1	1	0	1	0	0	0	0.0	4.319433681436589
4	50	38.32	0	1	1	0	1	0	1	0	0	0	0.0	3.684599842869488
2	50	56.42	1	0	2	1	0	1	1	0	0	0	0.0	4.080118919940313
4	150	138.53	1	0	3	0	1	0	1	0	1	0	0.0	5.001920249316139
12	150	129.9	1	0	1	0	1	0	1	0	1	0	0.0	4.9357538138319175
3	625	538.96	0	1	2	1	1	1	1	0	0	0	0.0	6.40518479993958
9	50	29.99	0	1	1	1	1	0	1	0	0	0	0.0	3.434456884946614
10	275	202.58	1	0	2	0	0	1	1	0	1	1	29.99	5.393367872377469
10	50	78.78	1	0	1	1	1	0	1	0	0	0	0.0	4.422144381112276
4	50	46.35	1	0	1	1	1	0	1	0	1	0	0.0	3.8790013288533918
5	50	47.87	1	0	1	0	1	0	1	0	0	0	0.0	3.911994451134514
5	275	208.47	1	0	1	1	0	1	1	0	0	0	0.0	5.422922650841751
5	150	113.83	0	1	3	1	0	1	1	0	0	0	0.0	4.799985128741096
9	150	162.8	1	0	2	0	0	1	1	0	1	0	0.0	5.168093221799337
1	275	245.35	1	1	3	0	1	0	1	0	0	0	0.0	5.590990046712979
5	425	433.1	0	1	3	0	1	1	1	0	0	0	0.0	6.1785719864424395
12	50	29.99	0	1	3	0	0	1	1	0	0	0	0.0	3.434456884946614
4	275	308.38	0	1	2	0	1	0	1	0	0	0	0.0	5.827170328719357
4	425	407.59	1	0	3	0	1	1	1	0	0	0	0.0	6.115711510540737
1	275	220.26	0	1	2	0	1	1	1	0	0	0	0.0	5.479666872309832
8	275	342.9	1	0	1	0	0	1	1	0	1	0	0.0	5.9368781996667375
3	150	109.53	0	1	3	0	0	1	1	0	0	0	0.0	4.760415209320477
10	150	173.82	0	1	3	1	1	0	1	0	0	0	0.0	5.235557284436517
10	50	36.86	1	0	1	0	0	1	1	0	0	0	0.0	3.644933291338271
2	50	29.99	1	0	3	0	0	1	1	0	0	0	0.0	3.434456884946614
9	275	326.26	0	1	2	0	1	0	1	0	0	0	0.0	5.8854370025240526
2	1000	1411.43	1	0	2	1	0	1	1	0	1	0	0.0	7.40626680942773
3	275	261.34	1	0	3	0	0	1	1	0	0	0	0.0	5.656175546171543
1	150	113.12	1	0	2	1	1	0	1	0	0	0	0.0	4.793555018137834
5	275	295.31	1	1	3	1	1	0	1	0	0	0	0.0	5.782412420549064
5	275	336.95	0	1	2	0	1	0	1	0	0	0	0.0	5.918775075555452
10	275	265.57	0	1	2	0	1	1	1	0	0	0	0.0	5.672756638211457
3	150	168.97	1	0	3	1	1	0	1	0	0	0	0.0	5.206405524293971
3	875	981.71	1	1	1	1	0	1	1	0	0	0	0.0	7.028082500314875
11	50	29.99	0	1	3	0	1	0	1	0	0	0	0.0	3.434456884946614
3	275	336.23	0	1	3	0	1	1	1	0	0	0	0.0	5.916562921251474
10	50	29.99	0	1	2	1	0	1	1	0	0	0	0.0	3.434456884946614
12	50	29.99	1	0	2	1	0	1	1	0	0	0	0.0	3.434456884946614
2	50	29.99	1	0	3	1	0	1	1	0	0	0	0.0	3.434456884946614
3	50	75.94	1	0	1	0	0	1	1	0	0	0	0.0	4.384495773650703
8	150	122.78	0	1	3	0	1	0	1	0	0	0	0.0	4.877786769645385
11	50	91.22	0	1	1	0	1	0	1	0	0	0	0.0	4.572564682891855
7	50	74.56	1	0	2	1	1	0	1	0	0	0	0.0	4.365693342121436
8	50	97.04	0	1	3	0	0	1	1	0	0	0	0.0	4.6360572046703625
3	625	508.92	1	0	2	1	0	1	1	0	1	0	0.0	6.345724184450219
9	275	291.03	0	1	3	1	0	1	1	0	0	0	0.0	5.76732657355551
4	425	390.43	1	1	3	0	1	0	1	0	1	0	0.0	6.071185865525885
10	150	188.79	0	1	2	0	0	1	1	0	0	0	0.0	5.320688756140807
12	50	29.99	0	1	2	1	0	1	1	0	0	0	0.0	3.434456884946614
3	625	676.71	0	1	2	1	0	1	1	0	0	0	0.0	6.641354504581132
6	425	400.92	0	1	2	0	1	1	1	0	0	0	0.0	6.09863011788651
3	50	68.07	0	1	3	0	1	0	1	0	1	0	0.0	4.272355883545351
12	50	58.26	1	0	2	1	1	0	1	0	0	0	0.0	4.112969662250552
5	275	267.58	0	1	2	0	1	0	1	0	0	0	0.0	5.6805437811215
11	275	301.56	0	1	2	1	1	0	1	0	0	0	0.0	5.804055966767068
4	50	50.37	0	1	2	1	0	1	1	0	0	0	0.0	3.964058136965303
6	150	120.3	1	0	3	0	0	1	1	0	0	0	0.0	4.8568080801284665
1	150	176.84	0	1	3	1	0	1	1	0	0	0	0.0	5.253303702436224
10	150	110.84	1	0	3	1	0	1	1	0	0	0	0.0	4.772631490830494
11	150	125.18	1	0	3	0	1	0	1	0	0	0	0.0	4.89769138734059
9	875	887.76	1	1	2	1	0	1	1	0	0	0	0.0	6.9234383278192855
1	150	142.09	0	1	2	1	1	0	1	0	0	0	0.0	5.028028355789116
9	275	280.48	1	1	2	0	1	0	1	0	0	0	0.0	5.72917775115678
12	50	29.99	0	1	1	0	1	0	1	0	0	0	0.0	3.434456884946614
10	50	55.12	0	1	2	1	1	0	1	0	0	0	0.0	4.0562605523043604
3	425	382.37	1	1	3	1	1	1	1	0	1	1	93.22	6.049596325339261
6	425	435.1	0	1	2	0	1	1	1	0	1	0	0.0	6.183343570393595
6	50	29.99	0	1	2	0	0	1	1	0	0	0	0.0	3.434456884946614
10	50	29.99	1	0	3	1	0	1	1	0	0	0	0.0	3.434456884946614
10	50	98.93	1	0	1	0	1	0	1	0	1	0	0.0	4.6558636522635926
12	150	144.69	0	1	2	0	0	1	1	0	0	0	0.0	5.046688354316725
2	150	198.97	0	1	1	1	1	0	1	0	1	0	0.0	5.374828366161746
4	275	213.73	0	1	3	0	0	1	1	0	1	0	0.0	5.448622730456711
1	625	644.57	1	1	3	1	1	1	1	0	1	0	0.0	6.590837215714651
5	50	29.99	0	1	1	1	1	0	1	0	0	0	0.0	3.434456884946614
4	875	761.17	1	1	3	1	0	1	1	0	1	0	0.0	6.763517699792951
8	50	95.36	1	0	2	1	1	0	1	0	0	0	0.0	4.61812679938957
9	425	356.51	0	1	2	1	1	0	1	0	0	0	0.0	5.9771397416354075
10	50	70.54	0	1	2	1	1	0	1	0	0	0	0.0	4.308881795083556
6	425	399.48	1	1	2	1	1	0	1	0	0	0	0.0	6.09490531170293
2	50	52.13	1	0	2	0	0	1	1	0	1	0	0.0	3.999192153646701
12	50	42.99	0	1	3	0	0	1	1	0	0	0	0.0	3.802079654954682
3	50	34.63	0	1	2	1	0	1	1	0	0	0	0.0	3.5812254475146417
